resistance,width1,length1,width2,length2,gate_voltage,drain_voltage,source_voltage,current_source_voltage,power,speed,gain,topology,gate_voltage_num,drain_voltage_num
,29.24u,448.1n,50u,1u,600m,400m,,692.8m,2.7e-13,2639.0,5.358e-07,CS_Current_source_load,0.6,0.4
,50u,448.1n,2u,1u,600m,400m,,692.8m,1.195e-14,1027.0,2.007e-07,CS_Current_source_load,0.6,0.4
,50u,448.1n,10u,1u,600m,400m,,692.8m,6.169e-14,1180.0,2.307e-07,CS_Current_source_load,0.6,0.4
,50u,448.1n,50u,1u,600m,400m,,692.8m,2.7e-13,1946.0,3.805e-07,CS_Current_source_load,0.6,0.4
,2u,448.1n,2u,1u,700m,400m,,692.8m,1.195e-14,1877.0,3.041e-07,CS_Current_source_load,0.7000000000000001,0.4
,2u,448.1n,10u,1u,700m,400m,,692.8m,6.169e-14,4568.0,7.398e-07,CS_Current_source_load,0.7000000000000001,0.4
,2u,448.1n,50u,1u,700m,400m,,692.8m,2.7e-13,17990.0,2.913e-06,CS_Current_source_load,0.7000000000000001,0.4
,3.42u,448.1n,2u,1u,700m,400m,,692.8m,1.195e-14,1603.0,2.622e-07,CS_Current_source_load,0.7000000000000001,0.4
,3.42u,448.1n,10u,1u,700m,400m,,692.8m,6.169e-14,3187.0,5.212e-07,CS_Current_source_load,0.7000000000000001,0.4
,3.42u,448.1n,50u,1u,700m,400m,,692.8m,2.7e-13,11090.0,1.813e-06,CS_Current_source_load,0.7000000000000001,0.4
,5.848u,448.1n,2u,1u,700m,400m,,692.8m,1.195e-14,1441.0,2.371e-07,CS_Current_source_load,0.7000000000000001,0.4
,5.848u,448.1n,10u,1u,700m,400m,,692.8m,6.169e-14,2371.0,3.901e-07,CS_Current_source_load,0.7000000000000001,0.4
,5.848u,448.1n,50u,1u,700m,400m,,692.8m,2.7e-13,7010.0,1.153e-06,CS_Current_source_load,0.7000000000000001,0.4
,10u,448.1n,2u,1u,700m,400m,,692.8m,1.195e-14,1346.0,2.223e-07,CS_Current_source_load,0.7000000000000001,0.4
,10u,448.1n,10u,1u,700m,400m,,692.8m,6.169e-14,1891.0,3.123e-07,CS_Current_source_load,0.7000000000000001,0.4
,10u,448.1n,50u,1u,700m,400m,,692.8m,2.7e-13,4611.0,7.613e-07,CS_Current_source_load,0.7000000000000001,0.4
,17.1u,448.1n,2u,1u,700m,400m,,692.8m,1.195e-14,1290.0,1.974e-07,CS_Current_source_load,0.7000000000000001,0.4
,17.1u,448.1n,10u,1u,700m,400m,,692.8m,6.169e-14,1605.0,2.456e-07,CS_Current_source_load,0.7000000000000001,0.4
,17.1u,448.1n,50u,1u,700m,400m,,692.8m,2.7e-13,3176.0,4.86e-07,CS_Current_source_load,0.7000000000000001,0.4
,29.24u,448.1n,2u,1u,700m,400m,,692.8m,1.195e-14,1258.0,1.859e-07,CS_Current_source_load,0.7000000000000001,0.4
,29.24u,448.1n,10u,1u,700m,400m,,692.8m,6.169e-14,1442.0,2.13e-07,CS_Current_source_load,0.7000000000000001,0.4
,29.24u,448.1n,50u,1u,700m,400m,,692.8m,2.7e-13,2355.0,3.48e-07,CS_Current_source_load,0.7000000000000001,0.4
,50u,448.1n,2u,1u,700m,400m,,692.8m,1.195e-14,1241.0,1.768e-07,CS_Current_source_load,0.7000000000000001,0.4
,50u,448.1n,10u,1u,700m,400m,,692.8m,6.169e-14,1347.0,1.92e-07,CS_Current_source_load,0.7000000000000001,0.4
,50u,448.1n,50u,1u,700m,400m,,692.8m,2.7e-13,1878.0,2.677e-07,CS_Current_source_load,0.7000000000000001,0.4
,2u,448.1n,2u,1u,800m,400m,,692.8m,1.195e-14,1961.0,2.52e-07,CS_Current_source_load,0.8,0.4
,2u,448.1n,10u,1u,800m,400m,,692.8m,6.169e-14,3922.0,5.04e-07,CS_Current_source_load,0.8,0.4
,2u,448.1n,50u,1u,800m,400m,,692.8m,2.7e-13,13700.0,1.761e-06,CS_Current_source_load,0.8,0.4
,3.42u,448.1n,2u,1u,800m,400m,,692.8m,1.195e-14,1760.0,2.281e-07,CS_Current_source_load,0.8,0.4
,3.42u,448.1n,10u,1u,800m,400m,,692.8m,6.169e-14,2913.0,3.775e-07,CS_Current_source_load,0.8,0.4
,3.42u,448.1n,50u,1u,800m,400m,,692.8m,2.7e-13,8662.0,1.122e-06,CS_Current_source_load,0.8,0.4
,5.848u,448.1n,2u,1u,800m,400m,,692.8m,1.195e-14,1641.0,2.138e-07,CS_Current_source_load,0.8,0.4
,5.848u,448.1n,10u,1u,800m,400m,,692.8m,6.169e-14,2317.0,3.019e-07,CS_Current_source_load,0.8,0.4
,5.848u,448.1n,50u,1u,800m,400m,,692.8m,2.7e-13,5690.0,7.413e-07,CS_Current_source_load,0.8,0.4
,10u,448.1n,2u,1u,800m,400m,,692.8m,1.195e-14,1572.0,2.055e-07,CS_Current_source_load,0.8,0.4
,10u,448.1n,10u,1u,800m,400m,,692.8m,6.169e-14,1969.0,2.573e-07,CS_Current_source_load,0.8,0.4
,10u,448.1n,50u,1u,800m,400m,,692.8m,2.7e-13,3944.0,5.155e-07,CS_Current_source_load,0.8,0.4
,17.1u,448.1n,2u,1u,800m,400m,,692.8m,1.195e-14,1535.0,1.864e-07,CS_Current_source_load,0.8,0.4
,17.1u,448.1n,10u,1u,800m,400m,,692.8m,6.169e-14,1764.0,2.142e-07,CS_Current_source_load,0.8,0.4
,17.1u,448.1n,50u,1u,800m,400m,,692.8m,2.7e-13,2908.0,3.531e-07,CS_Current_source_load,0.8,0.4
,29.24u,448.1n,2u,1u,800m,400m,,692.8m,1.195e-14,1514.0,1.776e-07,CS_Current_source_load,0.8,0.4
,29.24u,448.1n,10u,1u,800m,400m,,692.8m,6.169e-14,1647.0,1.933e-07,CS_Current_source_load,0.8,0.4
,29.24u,448.1n,50u,1u,800m,400m,,692.8m,2.7e-13,2313.0,2.714e-07,CS_Current_source_load,0.8,0.4
,50u,448.1n,2u,1u,800m,400m,,692.8m,1.195e-14,1502.0,1.702e-07,CS_Current_source_load,0.8,0.4
,50u,448.1n,10u,1u,800m,400m,,692.8m,6.169e-14,1580.0,1.791e-07,CS_Current_source_load,0.8,0.4
,50u,448.1n,50u,1u,800m,400m,,692.8m,2.7e-13,1968.0,2.23e-07,CS_Current_source_load,0.8,0.4
,2u,448.1n,2u,1u,900m,400m,,692.8m,1.195e-14,2130.0,2.302e-07,CS_Current_source_load,0.9,0.4
,2u,448.1n,10u,1u,900m,400m,,692.8m,6.169e-14,3599.0,3.89e-07,CS_Current_source_load,0.9,0.4
,2u,448.1n,50u,1u,900m,400m,,692.8m,2.7e-13,10910.0,1.179e-06,CS_Current_source_load,0.9,0.4
,3.42u,448.1n,2u,1u,900m,400m,,692.8m,1.195e-14,1981.0,2.157e-07,CS_Current_source_load,0.9,0.4
,3.42u,448.1n,10u,1u,900m,400m,,692.8m,6.169e-14,2842.0,3.095e-07,CS_Current_source_load,0.9,0.4
,3.42u,448.1n,50u,1u,900m,400m,,692.8m,2.7e-13,7134.0,7.77e-07,CS_Current_source_load,0.9,0.4
,5.848u,448.1n,2u,1u,900m,400m,,692.8m,1.195e-14,1892.0,2.07e-07,CS_Current_source_load,0.9,0.4
,5.848u,448.1n,10u,1u,900m,400m,,692.8m,6.169e-14,2396.0,2.622e-07,CS_Current_source_load,0.9,0.4
,5.848u,448.1n,50u,1u,900m,400m,,692.8m,2.7e-13,4912.0,5.375e-07,CS_Current_source_load,0.9,0.4
,10u,448.1n,2u,1u,900m,400m,,692.8m,1.195e-14,1839.0,2.019e-07,CS_Current_source_load,0.9,0.4
,10u,448.1n,10u,1u,900m,400m,,692.8m,6.169e-14,2135.0,2.343e-07,CS_Current_source_load,0.9,0.4
,10u,448.1n,50u,1u,900m,400m,,692.8m,2.7e-13,3608.0,3.96e-07,CS_Current_source_load,0.9,0.4
,17.1u,448.1n,2u,1u,900m,400m,,692.8m,1.195e-14,1815.0,1.854e-07,CS_Current_source_load,0.9,0.4
,17.1u,448.1n,10u,1u,900m,400m,,692.8m,6.169e-14,1987.0,2.029e-07,CS_Current_source_load,0.9,0.4
,17.1u,448.1n,50u,1u,900m,400m,,692.8m,2.7e-13,2841.0,2.901e-07,CS_Current_source_load,0.9,0.4
,29.24u,448.1n,2u,1u,900m,400m,,692.8m,1.195e-14,1801.0,1.778e-07,CS_Current_source_load,0.9,0.4
,29.24u,448.1n,10u,1u,900m,400m,,692.8m,6.169e-14,1901.0,1.877e-07,CS_Current_source_load,0.9,0.4
,29.24u,448.1n,50u,1u,900m,400m,,692.8m,2.7e-13,2399.0,2.368e-07,CS_Current_source_load,0.9,0.4
,50u,448.1n,2u,1u,900m,400m,,692.8m,1.195e-14,1794.0,1.712e-07,CS_Current_source_load,0.9,0.4
,50u,448.1n,10u,1u,900m,400m,,692.8m,6.169e-14,1852.0,1.768e-07,CS_Current_source_load,0.9,0.4
,50u,448.1n,50u,1u,900m,400m,,692.8m,2.7e-13,2142.0,2.044e-07,CS_Current_source_load,0.9,0.4
,2u,448.1n,2u,1u,700m,660.4m,,692.8m,1.026e-09,58160.0,9.421e-06,CS_Current_source_load,0.7000000000000001,0.6604
,2u,448.1n,10u,1u,700m,660.4m,,692.8m,5.196e-09,289600.0,4.691e-05,CS_Current_source_load,0.7000000000000001,0.6604
,2u,448.1n,50u,1u,700m,660.4m,,692.8m,2.267e-08,1262000.0,0.0002044,CS_Current_source_load,0.7000000000000001,0.6604
,3.42u,448.1n,2u,1u,700m,660.4m,,692.8m,1.026e-09,34740.0,5.681e-06,CS_Current_source_load,0.7000000000000001,0.6604
,3.42u,448.1n,10u,1u,700m,660.4m,,692.8m,5.196e-09,171000.0,2.796e-05,CS_Current_source_load,0.7000000000000001,0.6604
,3.42u,448.1n,50u,1u,700m,660.4m,,692.8m,2.267e-08,743200.0,0.0001215,CS_Current_source_load,0.7000000000000001,0.6604
,5.848u,448.1n,2u,1u,700m,660.4m,,692.8m,1.026e-09,20900.0,3.438e-06,CS_Current_source_load,0.7000000000000001,0.6604
,5.848u,448.1n,10u,1u,700m,660.4m,,692.8m,5.196e-09,100900.0,1.66e-05,CS_Current_source_load,0.7000000000000001,0.6604
,5.848u,448.1n,50u,1u,700m,660.4m,,692.8m,2.267e-08,436900.0,7.188e-05,CS_Current_source_load,0.7000000000000001,0.6604
,10u,448.1n,2u,1u,700m,660.4m,,692.8m,1.026e-09,12750.0,2.106e-06,CS_Current_source_load,0.7000000000000001,0.6604
,10u,448.1n,10u,1u,700m,660.4m,,692.8m,5.196e-09,59650.0,9.849e-06,CS_Current_source_load,0.7000000000000001,0.6604
,10u,448.1n,50u,1u,700m,660.4m,,692.8m,2.267e-08,256600.0,4.237e-05,CS_Current_source_load,0.7000000000000001,0.6604
,17.1u,448.1n,2u,1u,700m,660.4m,,692.8m,1.026e-09,7879.0,1.206e-06,CS_Current_source_load,0.7000000000000001,0.6604
,17.1u,448.1n,10u,1u,700m,660.4m,,692.8m,5.196e-09,34970.0,5.352e-06,CS_Current_source_load,0.7000000000000001,0.6604
,17.1u,448.1n,50u,1u,700m,660.4m,,692.8m,2.267e-08,148700.0,2.276e-05,CS_Current_source_load,0.7000000000000001,0.6604
,29.24u,448.1n,2u,1u,700m,660.4m,,692.8m,1.026e-09,5091.0,7.521e-07,CS_Current_source_load,0.7000000000000001,0.6604
,29.24u,448.1n,10u,1u,700m,660.4m,,692.8m,5.196e-09,20850.0,3.081e-06,CS_Current_source_load,0.7000000000000001,0.6604
,29.24u,448.1n,50u,1u,700m,660.4m,,692.8m,2.267e-08,87040.0,1.286e-05,CS_Current_source_load,0.7000000000000001,0.6604
,50u,448.1n,2u,1u,700m,660.4m,,692.8m,1.026e-09,3469.0,4.944e-07,CS_Current_source_load,0.7000000000000001,0.6604
,50u,448.1n,10u,1u,700m,660.4m,,692.8m,5.196e-09,12630.0,1.801e-06,CS_Current_source_load,0.7000000000000001,0.6604
,50u,448.1n,50u,1u,700m,660.4m,,692.8m,2.267e-08,51110.0,7.285e-06,CS_Current_source_load,0.7000000000000001,0.6604
,2u,448.1n,2u,1u,800m,660.4m,,692.8m,1.026e-09,42990.0,5.525e-06,CS_Current_source_load,0.8,0.6604
,2u,448.1n,10u,1u,800m,660.4m,,692.8m,5.196e-09,211700.0,2.721e-05,CS_Current_source_load,0.8,0.6604
,2u,448.1n,50u,1u,800m,660.4m,,692.8m,2.267e-08,920300.0,0.0001183,CS_Current_source_load,0.8,0.6604
,3.42u,448.1n,2u,1u,800m,660.4m,,692.8m,1.026e-09,25880.0,3.353e-06,CS_Current_source_load,0.8,0.6604
,3.42u,448.1n,10u,1u,800m,660.4m,,692.8m,5.196e-09,125000.0,1.62e-05,CS_Current_source_load,0.8,0.6604
,3.42u,448.1n,50u,1u,800m,660.4m,,692.8m,2.267e-08,541500.0,7.017e-05,CS_Current_source_load,0.8,0.6604
,5.848u,448.1n,2u,1u,800m,660.4m,,692.8m,1.026e-09,15790.0,2.057e-06,CS_Current_source_load,0.8,0.6604
,5.848u,448.1n,10u,1u,800m,660.4m,,692.8m,5.196e-09,73960.0,9.635e-06,CS_Current_source_load,0.8,0.6604
,5.848u,448.1n,50u,1u,800m,660.4m,,692.8m,2.267e-08,317900.0,4.142e-05,CS_Current_source_load,0.8,0.6604
,10u,448.1n,2u,1u,800m,660.4m,,692.8m,1.026e-09,9859.0,1.289e-06,CS_Current_source_load,0.8,0.6604
,10u,448.1n,10u,1u,800m,660.4m,,692.8m,5.196e-09,43940.0,5.743e-06,CS_Current_source_load,0.8,0.6604
,10u,448.1n,50u,1u,800m,660.4m,,692.8m,2.267e-08,186900.0,2.443e-05,CS_Current_source_load,0.8,0.6604
,17.1u,448.1n,2u,1u,800m,660.4m,,692.8m,1.026e-09,6333.0,7.689e-07,CS_Current_source_load,0.8,0.6604
,17.1u,448.1n,10u,1u,800m,660.4m,,692.8m,5.196e-09,26060.0,3.164e-06,CS_Current_source_load,0.8,0.6604
,17.1u,448.1n,50u,1u,800m,660.4m,,692.8m,2.267e-08,108900.0,1.322e-05,CS_Current_source_load,0.8,0.6604
,29.24u,448.1n,2u,1u,800m,660.4m,,692.8m,1.026e-09,4308.0,5.053e-07,CS_Current_source_load,0.8,0.6604
,29.24u,448.1n,10u,1u,800m,660.4m,,692.8m,5.196e-09,15800.0,1.853e-06,CS_Current_source_load,0.8,0.6604
,29.24u,448.1n,50u,1u,800m,660.4m,,692.8m,2.267e-08,64040.0,7.513e-06,CS_Current_source_load,0.8,0.6604
,50u,448.1n,2u,1u,800m,660.4m,,692.8m,1.026e-09,3129.0,3.545e-07,CS_Current_source_load,0.8,0.6604
,50u,448.1n,10u,1u,800m,660.4m,,692.8m,5.196e-09,9816.0,1.112e-06,CS_Current_source_load,0.8,0.6604
,50u,448.1n,50u,1u,800m,660.4m,,692.8m,2.267e-08,37890.0,4.294e-06,CS_Current_source_load,0.8,0.6604
,2u,448.1n,2u,1u,900m,660.4m,,692.8m,1.026e-09,32810.0,3.546e-06,CS_Current_source_load,0.9,0.6604
,2u,448.1n,10u,1u,900m,660.4m,,692.8m,5.196e-09,159000.0,1.718e-05,CS_Current_source_load,0.9,0.6604
,2u,448.1n,50u,1u,900m,660.4m,,692.8m,2.267e-08,688800.0,7.444e-05,CS_Current_source_load,0.9,0.6604
,3.42u,448.1n,2u,1u,900m,660.4m,,692.8m,1.026e-09,19990.0,2.177e-06,CS_Current_source_load,0.9,0.6604
,3.42u,448.1n,10u,1u,900m,660.4m,,692.8m,5.196e-09,94030.0,1.024e-05,CS_Current_source_load,0.9,0.6604
,3.42u,448.1n,50u,1u,900m,660.4m,,692.8m,2.267e-08,404200.0,4.402e-05,CS_Current_source_load,0.9,0.6604
,5.848u,448.1n,2u,1u,900m,660.4m,,692.8m,1.026e-09,12440.0,1.362e-06,CS_Current_source_load,0.9,0.6604
,5.848u,448.1n,10u,1u,900m,660.4m,,692.8m,5.196e-09,55840.0,6.111e-06,CS_Current_source_load,0.9,0.6604
,5.848u,448.1n,50u,1u,900m,660.4m,,692.8m,2.267e-08,237800.0,2.603e-05,CS_Current_source_load,0.9,0.6604
,10u,448.1n,2u,1u,900m,660.4m,,692.8m,1.026e-09,8018.0,8.801e-07,CS_Current_source_load,0.9,0.6604
,10u,448.1n,10u,1u,900m,660.4m,,692.8m,5.196e-09,33430.0,3.669e-06,CS_Current_source_load,0.9,0.6604
,10u,448.1n,50u,1u,900m,660.4m,,692.8m,2.267e-08,140000.0,1.537e-05,CS_Current_source_load,0.9,0.6604
,17.1u,448.1n,2u,1u,900m,660.4m,,692.8m,1.026e-09,5398.0,5.512e-07,CS_Current_source_load,0.9,0.6604
,17.1u,448.1n,10u,1u,900m,660.4m,,692.8m,5.196e-09,20130.0,2.055e-06,CS_Current_source_load,0.9,0.6604
,17.1u,448.1n,50u,1u,900m,660.4m,,692.8m,2.267e-08,82000.0,8.372e-06,CS_Current_source_load,0.9,0.6604
,29.24u,448.1n,2u,1u,900m,660.4m,,692.8m,1.026e-09,3888.0,3.839e-07,CS_Current_source_load,0.9,0.6604
,29.24u,448.1n,10u,1u,900m,660.4m,,692.8m,5.196e-09,12470.0,1.231e-06,CS_Current_source_load,0.9,0.6604
,29.24u,448.1n,50u,1u,900m,660.4m,,692.8m,2.267e-08,48510.0,4.79e-06,CS_Current_source_load,0.9,0.6604
,50u,448.1n,2u,1u,900m,660.4m,,692.8m,1.026e-09,3010.0,2.873e-07,CS_Current_source_load,0.9,0.6604
,50u,448.1n,10u,1u,900m,660.4m,,692.8m,5.196e-09,8009.0,7.644e-07,CS_Current_source_load,0.9,0.6604
,50u,448.1n,50u,1u,900m,660.4m,,692.8m,2.267e-08,29000.0,2.768e-06,CS_Current_source_load,0.9,0.6604
,2u,448.1n,2u,1u,400m,400m,,1.2,3.4469999999999995e-22,9986.0,7.403e-06,CS_Current_source_load,0.4,0.4
,2u,448.1n,10u,1u,400m,400m,,1.2,1.891e-21,47420.0,3.516e-05,CS_Current_source_load,0.4,0.4
,2u,448.1n,50u,1u,400m,400m,,1.2,8.276e-21,234200.0,0.0001736,CS_Current_source_load,0.4,0.4
,3.42u,448.1n,2u,1u,400m,400m,,1.2,3.4469999999999995e-22,6213.0,4.721e-06,CS_Current_source_load,0.4,0.4
,3.42u,448.1n,10u,1u,400m,400m,,1.2,1.891e-21,28440.0,2.161e-05,CS_Current_source_load,0.4,0.4
,3.42u,448.1n,50u,1u,400m,400m,,1.2,8.276e-21,139400.0,0.0001059,CS_Current_source_load,0.4,0.4
,5.848u,448.1n,2u,1u,400m,400m,,1.2,3.4469999999999995e-22,3953.0,3.05e-06,CS_Current_source_load,0.4,0.4
,5.848u,448.1n,10u,1u,400m,400m,,1.2,1.891e-21,17070.0,1.317e-05,CS_Current_source_load,0.4,0.4
,5.848u,448.1n,50u,1u,400m,400m,,1.2,8.276e-21,82550.0,6.368e-05,CS_Current_source_load,0.4,0.4
,10u,448.1n,2u,1u,400m,400m,,1.2,3.4469999999999995e-22,2612.0,2.033e-06,CS_Current_source_load,0.4,0.4
,10u,448.1n,10u,1u,400m,400m,,1.2,1.891e-21,10330.0,8.042e-06,CS_Current_source_load,0.4,0.4
,10u,448.1n,50u,1u,400m,400m,,1.2,8.276e-21,48830.0,3.802e-05,CS_Current_source_load,0.4,0.4
,17.1u,448.1n,2u,1u,400m,400m,,1.2,3.4469999999999995e-22,1778.0,1.249e-06,CS_Current_source_load,0.4,0.4
,17.1u,448.1n,10u,1u,400m,400m,,1.2,1.891e-21,6171.0,4.335e-06,CS_Current_source_load,0.4,0.4
,17.1u,448.1n,50u,1u,400m,400m,,1.2,8.276e-21,28090.0,1.973e-05,CS_Current_source_load,0.4,0.4
,29.24u,448.1n,2u,1u,400m,400m,,1.2,3.4469999999999995e-22,1315.0,8.816e-07,CS_Current_source_load,0.4,0.4
,29.24u,448.1n,10u,1u,400m,400m,,1.2,1.891e-21,3854.0,2.584e-06,CS_Current_source_load,0.4,0.4
,29.24u,448.1n,50u,1u,400m,400m,,1.2,8.276e-21,16520.0,1.108e-05,CS_Current_source_load,0.4,0.4
,50u,448.1n,2u,1u,400m,400m,,1.2,3.4469999999999995e-22,1045.0,6.678e-07,CS_Current_source_load,0.4,0.4
,50u,448.1n,10u,1u,400m,400m,,1.2,1.891e-21,2511.0,1.605e-06,CS_Current_source_load,0.4,0.4
,50u,448.1n,50u,1u,400m,400m,,1.2,8.276e-21,9826.0,6.278e-06,CS_Current_source_load,0.4,0.4
,2u,448.1n,2u,1u,500m,400m,,1.2,3.4469999999999995e-22,6011.0,2.136e-06,CS_Current_source_load,0.5,0.4
,2u,448.1n,10u,1u,500m,400m,,1.2,1.891e-21,26940.0,9.572e-06,CS_Current_source_load,0.5,0.4
,2u,448.1n,50u,1u,500m,400m,,1.2,8.276e-21,131400.0,4.668e-05,CS_Current_source_load,0.5,0.4
,3.42u,448.1n,2u,1u,500m,400m,,1.2,3.4469999999999995e-22,3894.0,1.406e-06,CS_Current_source_load,0.5,0.4
,3.42u,448.1n,10u,1u,500m,400m,,1.2,1.891e-21,16270.0,5.875e-06,CS_Current_source_load,0.5,0.4
,3.42u,448.1n,50u,1u,500m,400m,,1.2,8.276e-21,78080.0,2.819e-05,CS_Current_source_load,0.5,0.4
,5.848u,448.1n,2u,1u,500m,400m,,1.2,3.4469999999999995e-22,2632.0,9.601e-07,CS_Current_source_load,0.5,0.4
,5.848u,448.1n,10u,1u,500m,400m,,1.2,1.891e-21,9929.0,3.621e-06,CS_Current_source_load,0.5,0.4
,5.848u,448.1n,50u,1u,500m,400m,,1.2,8.276e-21,46330.0,1.69e-05,CS_Current_source_load,0.5,0.4
,10u,448.1n,2u,1u,500m,400m,,1.2,3.4469999999999995e-22,1886.0,6.922e-07,CS_Current_source_load,0.5,0.4
,10u,448.1n,10u,1u,500m,400m,,1.2,1.891e-21,6172.0,2.265e-06,CS_Current_source_load,0.5,0.4
,10u,448.1n,50u,1u,500m,400m,,1.2,8.276e-21,27550.0,1.011e-05,CS_Current_source_load,0.5,0.4
,17.1u,448.1n,2u,1u,500m,400m,,1.2,3.4469999999999995e-22,1426.0,4.794e-07,CS_Current_source_load,0.5,0.4
,17.1u,448.1n,10u,1u,500m,400m,,1.2,1.891e-21,3879.0,1.304e-06,CS_Current_source_load,0.5,0.4
,17.1u,448.1n,50u,1u,500m,400m,,1.2,8.276e-21,16120.0,5.418e-06,CS_Current_source_load,0.5,0.4
,29.24u,448.1n,2u,1u,500m,400m,,1.2,3.4469999999999995e-22,1169.0,3.773e-07,CS_Current_source_load,0.5,0.4
,29.24u,448.1n,10u,1u,500m,400m,,1.2,1.891e-21,2589.0,8.358e-07,CS_Current_source_load,0.5,0.4
,29.24u,448.1n,50u,1u,500m,400m,,1.2,8.276e-21,9684.0,3.126e-06,CS_Current_source_load,0.5,0.4
,50u,448.1n,2u,1u,500m,400m,,1.2,3.4469999999999995e-22,1018.0,3.155e-07,CS_Current_source_load,0.5,0.4
,50u,448.1n,10u,1u,500m,400m,,1.2,1.891e-21,1841.0,5.702e-07,CS_Current_source_load,0.5,0.4
,50u,448.1n,50u,1u,500m,400m,,1.2,8.276e-21,5948.0,1.842e-06,CS_Current_source_load,0.5,0.4
,2u,448.1n,2u,1u,600m,400m,,1.2,3.4469999999999995e-22,4262.0,9.5e-07,CS_Current_source_load,0.6,0.4
,2u,448.1n,10u,1u,600m,400m,,1.2,1.891e-21,17480.0,3.895e-06,CS_Current_source_load,0.6,0.4
,2u,448.1n,50u,1u,600m,400m,,1.2,8.276e-21,83390.0,1.859e-05,CS_Current_source_load,0.6,0.4
,3.42u,448.1n,2u,1u,600m,400m,,1.2,3.4469999999999995e-22,2921.0,6.589e-07,CS_Current_source_load,0.6,0.4
,3.42u,448.1n,10u,1u,600m,400m,,1.2,1.891e-21,10720.0,2.417e-06,CS_Current_source_load,0.6,0.4
,3.42u,448.1n,50u,1u,600m,400m,,1.2,8.276e-21,49610.0,1.119e-05,CS_Current_source_load,0.6,0.4
,5.848u,448.1n,2u,1u,600m,400m,,1.2,3.4469999999999995e-22,2126.0,4.831e-07,CS_Current_source_load,0.6,0.4
,5.848u,448.1n,10u,1u,600m,400m,,1.2,1.891e-21,6710.0,1.525e-06,CS_Current_source_load,0.6,0.4
,5.848u,448.1n,50u,1u,600m,400m,,1.2,8.276e-21,29580.0,6.72e-06,CS_Current_source_load,0.6,0.4
,10u,448.1n,2u,1u,600m,400m,,1.2,3.4469999999999995e-22,1657.0,3.783e-07,CS_Current_source_load,0.6,0.4
,10u,448.1n,10u,1u,600m,400m,,1.2,1.891e-21,4347.0,9.92e-07,CS_Current_source_load,0.6,0.4
,10u,448.1n,50u,1u,600m,400m,,1.2,8.276e-21,17760.0,4.054e-06,CS_Current_source_load,0.6,0.4
,17.1u,448.1n,2u,1u,600m,400m,,1.2,3.4469999999999995e-22,1373.0,2.891e-07,CS_Current_source_load,0.6,0.4
,17.1u,448.1n,10u,1u,600m,400m,,1.2,1.891e-21,2920.0,6.152e-07,CS_Current_source_load,0.6,0.4
,17.1u,448.1n,50u,1u,600m,400m,,1.2,8.276e-21,10640.0,2.242e-06,CS_Current_source_load,0.6,0.4
,29.24u,448.1n,2u,1u,600m,400m,,1.2,3.4469999999999995e-22,1212.0,2.459e-07,CS_Current_source_load,0.6,0.4
,29.24u,448.1n,10u,1u,600m,400m,,1.2,1.891e-21,2110.0,4.284e-07,CS_Current_source_load,0.6,0.4
,29.24u,448.1n,50u,1u,600m,400m,,1.2,8.276e-21,6596.0,1.339e-06,CS_Current_source_load,0.6,0.4
,50u,448.1n,2u,1u,600m,400m,,1.2,3.4469999999999995e-22,1118.0,2.185e-07,CS_Current_source_load,0.6,0.4
,50u,448.1n,10u,1u,600m,400m,,1.2,1.891e-21,1640.0,3.205e-07,CS_Current_source_load,0.6,0.4
,50u,448.1n,50u,1u,600m,400m,,1.2,8.276e-21,4243.0,8.294e-07,CS_Current_source_load,0.6,0.4
,2u,448.1n,2u,1u,700m,400m,,1.2,3.4469999999999995e-22,3472.0,5.623e-07,CS_Current_source_load,0.7000000000000001,0.4
,2u,448.1n,10u,1u,700m,400m,,1.2,1.891e-21,12610.0,2.042e-06,CS_Current_source_load,0.7000000000000001,0.4
,2u,448.1n,50u,1u,700m,400m,,1.2,8.276e-21,58200.0,9.427e-06,CS_Current_source_load,0.7000000000000001,0.4
,3.42u,448.1n,2u,1u,700m,400m,,1.2,3.4469999999999995e-22,2542.0,4.157e-07,CS_Current_source_load,0.7000000000000001,0.4
,3.42u,448.1n,10u,1u,700m,400m,,1.2,1.891e-21,7922.0,1.295e-06,CS_Current_source_load,0.7000000000000001,0.4
,3.42u,448.1n,50u,1u,700m,400m,,1.2,8.276e-21,34760.0,5.685e-06,CS_Current_source_load,0.7000000000000001,0.4
,5.848u,448.1n,2u,1u,700m,400m,,1.2,3.4469999999999995e-22,1993.0,3.278e-07,CS_Current_source_load,0.7000000000000001,0.4
,5.848u,448.1n,10u,1u,700m,400m,,1.2,1.891e-21,5152.0,8.475e-07,CS_Current_source_load,0.7000000000000001,0.4
,5.848u,448.1n,50u,1u,700m,400m,,1.2,8.276e-21,20910.0,3.44e-06,CS_Current_source_load,0.7000000000000001,0.4
,10u,448.1n,2u,1u,700m,400m,,1.2,3.4469999999999995e-22,1669.0,2.756e-07,CS_Current_source_load,0.7000000000000001,0.4
,10u,448.1n,10u,1u,700m,400m,,1.2,1.891e-21,3521.0,5.814e-07,CS_Current_source_load,0.7000000000000001,0.4
,10u,448.1n,50u,1u,700m,400m,,1.2,8.276e-21,12760.0,2.107e-06,CS_Current_source_load,0.7000000000000001,0.4
