resistance,width1,length1,width2,length2,gate_voltage,drain_voltage,source_voltage,current_source_voltage,power,speed,gain,topology,gate_voltage_num,source_voltage_num
1.805K,31.57u,252.6n,,,700m,,300m,,4.775e-05,673900000.0,0.4621,CD_resistive_bias,0.7000000000000001,0.3
1.805K,50u,252.6n,,,700m,,300m,,4.854e-05,428400000.0,0.4639,CD_resistive_bias,0.7000000000000001,0.3
1.805K,2u,252.6n,,,700m,,400m,,4.09e-05,10590000000.0,0.4335,CD_resistive_bias,0.7000000000000001,0.4
1.805K,3.168u,252.6n,,,700m,,400m,,5.311e-05,7625000000.0,0.477,CD_resistive_bias,0.7000000000000001,0.4
1.805K,5.017u,252.6n,,,700m,,400m,,6.378e-05,5209000000.0,0.5051,CD_resistive_bias,0.7000000000000001,0.4
1.805K,7.946u,252.6n,,,700m,,400m,,7.187e-05,3458000000.0,0.5219,CD_resistive_bias,0.7000000000000001,0.4
1.805K,12.58u,252.6n,,,700m,,400m,,7.873e-05,2224000000.0,0.529,CD_resistive_bias,0.7000000000000001,0.4
1.805K,19.93u,252.6n,,,700m,,400m,,8.224e-05,1435000000.0,0.5351,CD_resistive_bias,0.7000000000000001,0.4
1.805K,31.57u,252.6n,,,700m,,400m,,8.486e-05,903800000.0,0.5352,CD_resistive_bias,0.7000000000000001,0.4
1.805K,50u,252.6n,,,700m,,400m,,8.628e-05,573200000.0,0.5365,CD_resistive_bias,0.7000000000000001,0.4
1.805K,2u,252.6n,,,700m,,500m,,5.826e-05,14220000000.0,0.496,CD_resistive_bias,0.7000000000000001,0.5
1.805K,3.168u,252.6n,,,700m,,500m,,7.935e-05,10430000000.0,0.5442,CD_resistive_bias,0.7000000000000001,0.5
1.805K,5.017u,252.6n,,,700m,,500m,,9.781e-05,6910000000.0,0.5695,CD_resistive_bias,0.7000000000000001,0.5
1.805K,7.946u,252.6n,,,700m,,500m,,0.0001116,4478000000.0,0.5834,CD_resistive_bias,0.7000000000000001,0.5
1.805K,12.58u,252.6n,,,700m,,500m,,0.0001227,2828000000.0,0.5874,CD_resistive_bias,0.7000000000000001,0.5
1.805K,19.93u,252.6n,,,700m,,500m,,0.0001284,1812000000.0,0.5922,CD_resistive_bias,0.7000000000000001,0.5
1.805K,31.57u,252.6n,,,700m,,500m,,0.0001326,1136000000.0,0.5913,CD_resistive_bias,0.7000000000000001,0.5
1.805K,50u,252.6n,,,700m,,500m,,0.0001348,719100000.0,0.5921,CD_resistive_bias,0.7000000000000001,0.5
1.805K,2u,252.6n,,,700m,,600m,,7.459e-05,16530000000.0,0.529,CD_resistive_bias,0.7000000000000001,0.6
1.805K,3.168u,252.6n,,,700m,,600m,,0.0001073,13590000000.0,0.5994,CD_resistive_bias,0.7000000000000001,0.6
1.805K,5.017u,252.6n,,,700m,,600m,,0.0001376,8925000000.0,0.6232,CD_resistive_bias,0.7000000000000001,0.6
1.805K,7.946u,252.6n,,,700m,,600m,,0.0001593,5597000000.0,0.6334,CD_resistive_bias,0.7000000000000001,0.6
1.805K,12.58u,252.6n,,,700m,,600m,,0.0001762,3457000000.0,0.6343,CD_resistive_bias,0.7000000000000001,0.6
1.805K,19.93u,252.6n,,,700m,,600m,,0.0001847,2199000000.0,0.6376,CD_resistive_bias,0.7000000000000001,0.6
1.805K,31.57u,252.6n,,,700m,,600m,,0.0001908,1372000000.0,0.6358,CD_resistive_bias,0.7000000000000001,0.6
1.805K,50u,252.6n,,,700m,,600m,,0.0001941,866200000.0,0.6361,CD_resistive_bias,0.7000000000000001,0.6
1.805K,2u,252.6n,,,700m,,700m,,9.041e-05,17450000000.0,0.5411,CD_resistive_bias,0.7000000000000001,0.7000000000000001
1.805K,3.168u,252.6n,,,700m,,700m,,0.0001339,16000000000.0,0.6333,CD_resistive_bias,0.7000000000000001,0.7000000000000001
1.805K,5.017u,252.6n,,,700m,,700m,,0.0001815,11320000000.0,0.6693,CD_resistive_bias,0.7000000000000001,0.7000000000000001
1.805K,7.946u,252.6n,,,700m,,700m,,0.0002146,6850000000.0,0.675,CD_resistive_bias,0.7000000000000001,0.7000000000000001
1.805K,12.58u,252.6n,,,700m,,700m,,0.0002394,4123000000.0,0.673,CD_resistive_bias,0.7000000000000001,0.7000000000000001
1.805K,19.93u,252.6n,,,700m,,700m,,0.0002511,2596000000.0,0.6745,CD_resistive_bias,0.7000000000000001,0.7000000000000001
1.805K,31.57u,252.6n,,,700m,,700m,,0.0002596,1611000000.0,0.6719,CD_resistive_bias,0.7000000000000001,0.7000000000000001
1.805K,50u,252.6n,,,700m,,700m,,0.0002641,1014000000.0,0.6717,CD_resistive_bias,0.7000000000000001,0.7000000000000001
1.805K,2u,252.6n,,,800m,,200m,,1.317e-05,3485000000.0,0.2191,CD_resistive_bias,0.8,0.2
1.805K,3.168u,252.6n,,,800m,,200m,,1.556e-05,2534000000.0,0.2451,CD_resistive_bias,0.8,0.2
1.805K,5.017u,252.6n,,,800m,,200m,,1.753e-05,1765000000.0,0.2643,CD_resistive_bias,0.8,0.2
1.805K,7.946u,252.6n,,,800m,,200m,,1.902e-05,1191000000.0,0.2777,CD_resistive_bias,0.8,0.2
1.805K,12.58u,252.6n,,,800m,,200m,,2.027e-05,777000000.0,0.2846,CD_resistive_bias,0.8,0.2
1.805K,19.93u,252.6n,,,800m,,200m,,2.093e-05,503700000.0,0.2901,CD_resistive_bias,0.8,0.2
1.805K,31.57u,252.6n,,,800m,,200m,,2.143e-05,319400000.0,0.2911,CD_resistive_bias,0.8,0.2
1.805K,50u,252.6n,,,800m,,200m,,2.17e-05,203100000.0,0.2926,CD_resistive_bias,0.8,0.2
1.805K,2u,252.6n,,,800m,,300m,,2.889e-05,5467000000.0,0.3025,CD_resistive_bias,0.8,0.3
1.805K,3.168u,252.6n,,,800m,,300m,,3.455e-05,3936000000.0,0.3334,CD_resistive_bias,0.8,0.3
1.805K,5.017u,252.6n,,,800m,,300m,,3.92e-05,2714000000.0,0.3549,CD_resistive_bias,0.8,0.3
1.805K,7.946u,252.6n,,,800m,,300m,,4.269e-05,1817000000.0,0.3692,CD_resistive_bias,0.8,0.3
1.805K,12.58u,252.6n,,,800m,,300m,,4.557e-05,1177000000.0,0.3759,CD_resistive_bias,0.8,0.3
1.805K,19.93u,252.6n,,,800m,,300m,,4.708e-05,760500000.0,0.3815,CD_resistive_bias,0.8,0.3
1.805K,31.57u,252.6n,,,800m,,300m,,4.821e-05,481000000.0,0.3821,CD_resistive_bias,0.8,0.3
1.805K,50u,252.6n,,,800m,,300m,,4.883e-05,305400000.0,0.3835,CD_resistive_bias,0.8,0.3
1.805K,2u,252.6n,,,800m,,400m,,4.982e-05,7749000000.0,0.3747,CD_resistive_bias,0.8,0.4
1.805K,3.168u,252.6n,,,800m,,400m,,6.052e-05,5464000000.0,0.4069,CD_resistive_bias,0.8,0.4
1.805K,5.017u,252.6n,,,800m,,400m,,6.923e-05,3722000000.0,0.4286,CD_resistive_bias,0.8,0.4
1.805K,7.946u,252.6n,,,800m,,400m,,7.567e-05,2467000000.0,0.4422,CD_resistive_bias,0.8,0.4
1.805K,12.58u,252.6n,,,800m,,400m,,8.094e-05,1586000000.0,0.4477,CD_resistive_bias,0.8,0.4
1.805K,19.93u,252.6n,,,800m,,400m,,8.367e-05,1021000000.0,0.4528,CD_resistive_bias,0.8,0.4
1.805K,31.57u,252.6n,,,800m,,400m,,8.569e-05,643800000.0,0.4528,CD_resistive_bias,0.8,0.4
1.805K,50u,252.6n,,,800m,,400m,,8.68e-05,408200000.0,0.4539,CD_resistive_bias,0.8,0.4
1.805K,2u,252.6n,,,800m,,500m,,7.496e-05,10470000000.0,0.4379,CD_resistive_bias,0.8,0.5
1.805K,3.168u,252.6n,,,800m,,500m,,9.291e-05,7196000000.0,0.4698,CD_resistive_bias,0.8,0.5
1.805K,5.017u,252.6n,,,800m,,500m,,0.0001073,4794000000.0,0.4894,CD_resistive_bias,0.8,0.5
1.805K,7.946u,252.6n,,,800m,,500m,,0.0001178,3144000000.0,0.5017,CD_resistive_bias,0.8,0.5
1.805K,12.58u,252.6n,,,800m,,500m,,0.0001263,2005000000.0,0.5057,CD_resistive_bias,0.8,0.5
1.805K,19.93u,252.6n,,,800m,,500m,,0.0001307,1285000000.0,0.51,CD_resistive_bias,0.8,0.5
1.805K,31.57u,252.6n,,,800m,,500m,,0.0001339,808000000.0,0.5094,CD_resistive_bias,0.8,0.5
1.805K,50u,252.6n,,,800m,,500m,,0.0001356,511500000.0,0.5101,CD_resistive_bias,0.8,0.5
1.805K,2u,252.6n,,,800m,,600m,,0.0001029,13680000000.0,0.494,CD_resistive_bias,0.8,0.6
1.805K,3.168u,252.6n,,,800m,,600m,,0.000131,9211000000.0,0.5246,CD_resistive_bias,0.8,0.6
1.805K,5.017u,252.6n,,,800m,,600m,,0.0001533,5974000000.0,0.5415,CD_resistive_bias,0.8,0.6
1.805K,7.946u,252.6n,,,800m,,600m,,0.000169,3854000000.0,0.5513,CD_resistive_bias,0.8,0.6
1.805K,12.58u,252.6n,,,800m,,600m,,0.0001817,2433000000.0,0.5536,CD_resistive_bias,0.8,0.6
1.805K,19.93u,252.6n,,,800m,,600m,,0.0001881,1553000000.0,0.5569,CD_resistive_bias,0.8,0.6
1.805K,31.57u,252.6n,,,800m,,600m,,0.0001928,973600000.0,0.5557,CD_resistive_bias,0.8,0.6
1.805K,50u,252.6n,,,800m,,600m,,0.0001953,615300000.0,0.5561,CD_resistive_bias,0.8,0.6
1.805K,2u,252.6n,,,800m,,700m,,0.0001314,17040000000.0,0.5416,CD_resistive_bias,0.8,0.7000000000000001
1.805K,3.168u,252.6n,,,800m,,700m,,0.0001737,11590000000.0,0.5731,CD_resistive_bias,0.8,0.7000000000000001
1.805K,5.017u,252.6n,,,800m,,700m,,0.0002066,7285000000.0,0.5865,CD_resistive_bias,0.8,0.7000000000000001
1.805K,7.946u,252.6n,,,800m,,700m,,0.0002292,4598000000.0,0.5931,CD_resistive_bias,0.8,0.7000000000000001
1.805K,12.58u,252.6n,,,800m,,700m,,0.000247,2873000000.0,0.5938,CD_resistive_bias,0.8,0.7000000000000001
1.805K,19.93u,252.6n,,,800m,,700m,,0.0002559,1825000000.0,0.5961,CD_resistive_bias,0.8,0.7000000000000001
1.805K,31.57u,252.6n,,,800m,,700m,,0.0002623,1141000000.0,0.5942,CD_resistive_bias,0.8,0.7000000000000001
1.805K,50u,252.6n,,,800m,,700m,,0.0002658,719700000.0,0.5943,CD_resistive_bias,0.8,0.7000000000000001
1.805K,2u,252.6n,,,800m,,800m,,0.0001582,19460000000.0,0.571,CD_resistive_bias,0.8,0.8
1.805K,3.168u,252.6n,,,800m,,800m,,0.0002193,14340000000.0,0.6164,CD_resistive_bias,0.8,0.8
1.805K,5.017u,252.6n,,,800m,,800m,,0.0002668,8773000000.0,0.626,CD_resistive_bias,0.8,0.8
1.805K,7.946u,252.6n,,,800m,,800m,,0.0002984,5401000000.0,0.6296,CD_resistive_bias,0.8,0.8
1.805K,12.58u,252.6n,,,800m,,800m,,0.0003222,3326000000.0,0.628,CD_resistive_bias,0.8,0.8
1.805K,19.93u,252.6n,,,800m,,800m,,0.0003341,2102000000.0,0.6294,CD_resistive_bias,0.8,0.8
1.805K,31.57u,252.6n,,,800m,,800m,,0.0003426,1309000000.0,0.6269,CD_resistive_bias,0.8,0.8
1.805K,50u,252.6n,,,800m,,800m,,0.0003471,824600000.0,0.6266,CD_resistive_bias,0.8,0.8
1.805K,2u,252.6n,,,900m,,200m,,1.428e-05,2710000000.0,0.1806,CD_resistive_bias,0.9,0.2
1.805K,3.168u,252.6n,,,900m,,200m,,1.647e-05,1933000000.0,0.1997,CD_resistive_bias,0.9,0.2
1.805K,5.017u,252.6n,,,900m,,200m,,1.822e-05,1328000000.0,0.2138,CD_resistive_bias,0.9,0.2
1.805K,7.946u,252.6n,,,900m,,200m,,1.951e-05,886900000.0,0.2235,CD_resistive_bias,0.9,0.2
1.805K,12.58u,252.6n,,,900m,,200m,,2.058e-05,575400000.0,0.2285,CD_resistive_bias,0.9,0.2
1.805K,19.93u,252.6n,,,900m,,200m,,2.113e-05,371400000.0,0.2324,CD_resistive_bias,0.9,0.2
1.805K,31.57u,252.6n,,,900m,,200m,,2.155e-05,235200000.0,0.2331,CD_resistive_bias,0.9,0.2
1.805K,50u,252.6n,,,900m,,200m,,2.178e-05,149400000.0,0.2341,CD_resistive_bias,0.9,0.2
1.805K,2u,252.6n,,,900m,,300m,,3.163e-05,4204000000.0,0.2534,CD_resistive_bias,0.9,0.3
1.805K,3.168u,252.6n,,,900m,,300m,,3.678e-05,2979000000.0,0.277,CD_resistive_bias,0.9,0.3
1.805K,5.017u,252.6n,,,900m,,300m,,4.085e-05,2030000000.0,0.2933,CD_resistive_bias,0.9,0.3
1.805K,7.946u,252.6n,,,900m,,300m,,4.384e-05,1348000000.0,0.3042,CD_resistive_bias,0.9,0.3
1.805K,12.58u,252.6n,,,900m,,300m,,4.627e-05,869900000.0,0.3091,CD_resistive_bias,0.9,0.3
1.805K,19.93u,252.6n,,,900m,,300m,,4.754e-05,560000000.0,0.3134,CD_resistive_bias,0.9,0.3
1.805K,31.57u,252.6n,,,900m,,300m,,4.848e-05,354000000.0,0.3137,CD_resistive_bias,0.9,0.3
1.805K,50u,252.6n,,,900m,,300m,,4.899e-05,224500000.0,0.3148,CD_resistive_bias,0.9,0.3
1.805K,2u,252.6n,,,900m,,400m,,5.529e-05,5856000000.0,0.3183,CD_resistive_bias,0.9,0.4
1.805K,3.168u,252.6n,,,900m,,400m,,6.482e-05,4085000000.0,0.3431,CD_resistive_bias,0.9,0.4
1.805K,5.017u,252.6n,,,900m,,400m,,7.235e-05,2764000000.0,0.3603,CD_resistive_bias,0.9,0.4
1.805K,7.946u,252.6n,,,900m,,400m,,7.781e-05,1822000000.0,0.3711,CD_resistive_bias,0.9,0.4
1.805K,12.58u,252.6n,,,900m,,400m,,8.221e-05,1169000000.0,0.3755,CD_resistive_bias,0.9,0.4
1.805K,19.93u,252.6n,,,900m,,400m,,8.45e-05,750600000.0,0.3795,CD_resistive_bias,0.9,0.4
1.805K,31.57u,252.6n,,,900m,,400m,,8.618e-05,473400000.0,0.3794,CD_resistive_bias,0.9,0.4
1.805K,50u,252.6n,,,900m,,400m,,8.71e-05,299900000.0,0.3803,CD_resistive_bias,0.9,0.4
1.805K,2u,252.6n,,,900m,,500m,,8.468e-05,7714000000.0,0.3764,CD_resistive_bias,0.9,0.5
1.805K,3.168u,252.6n,,,900m,,500m,,0.0001004,5290000000.0,0.4014,CD_resistive_bias,0.9,0.5
1.805K,5.017u,252.6n,,,900m,,500m,,0.0001126,3524000000.0,0.4171,CD_resistive_bias,0.9,0.5
1.805K,7.946u,252.6n,,,900m,,500m,,0.0001214,2311000000.0,0.4276,CD_resistive_bias,0.9,0.5
1.805K,12.58u,252.6n,,,900m,,500m,,0.0001284,1474000000.0,0.4309,CD_resistive_bias,0.9,0.5
1.805K,19.93u,252.6n,,,900m,,500m,,0.000132,943300000.0,0.4345,CD_resistive_bias,0.9,0.5
1.805K,31.57u,252.6n,,,900m,,500m,,0.0001346,593600000.0,0.4339,CD_resistive_bias,0.9,0.5
1.805K,50u,252.6n,,,900m,,500m,,0.0001361,375600000.0,0.4345,CD_resistive_bias,0.9,0.5
1.805K,2u,252.6n,,,900m,,600m,,0.0001191,9870000000.0,0.4291,CD_resistive_bias,0.9,0.6
1.805K,3.168u,252.6n,,,900m,,600m,,0.0001431,6609000000.0,0.453,CD_resistive_bias,0.9,0.6
1.805K,5.017u,252.6n,,,900m,,600m,,0.0001614,4337000000.0,0.4671,CD_resistive_bias,0.9,0.6
1.805K,7.946u,252.6n,,,900m,,600m,,0.0001744,2815000000.0,0.476,CD_resistive_bias,0.9,0.6
1.805K,12.58u,252.6n,,,900m,,600m,,0.0001848,1784000000.0,0.478,CD_resistive_bias,0.9,0.6
1.805K,19.93u,252.6n,,,900m,,600m,,0.00019,1138000000.0,0.481,CD_resistive_bias,0.9,0.6
1.805K,31.57u,252.6n,,,900m,,600m,,0.0001939,714600000.0,0.4799,CD_resistive_bias,0.9,0.6
1.805K,50u,252.6n,,,900m,,600m,,0.000196,451600000.0,0.4802,CD_resistive_bias,0.9,0.6
1.805K,2u,252.6n,,,900m,,700m,,0.0001576,12410000000.0,0.4773,CD_resistive_bias,0.9,0.7000000000000001
1.805K,3.168u,252.6n,,,900m,,700m,,0.0001923,8077000000.0,0.4989,CD_resistive_bias,0.9,0.7000000000000001
1.805K,5.017u,252.6n,,,900m,,700m,,0.0002187,5201000000.0,0.5109,CD_resistive_bias,0.9,0.7000000000000001
1.805K,7.946u,252.6n,,,900m,,700m,,0.000237,3331000000.0,0.5174,CD_resistive_bias,0.9,0.7000000000000001
1.805K,12.58u,252.6n,,,900m,,700m,,0.0002513,2100000000.0,0.5186,CD_resistive_bias,0.9,0.7000000000000001
1.805K,19.93u,252.6n,,,900m,,700m,,0.0002586,1335000000.0,0.5208,CD_resistive_bias,0.9,0.7000000000000001
1.805K,31.57u,252.6n,,,900m,,700m,,0.0002639,836400000.0,0.5191,CD_resistive_bias,0.9,0.7000000000000001
1.805K,50u,252.6n,,,900m,,700m,,0.0002667,527900000.0,0.5192,CD_resistive_bias,0.9,0.7000000000000001
1.805K,2u,252.6n,,,900m,,800m,,0.0001988,15330000000.0,0.5217,CD_resistive_bias,0.9,0.8
1.805K,3.168u,252.6n,,,900m,,800m,,0.0002478,9764000000.0,0.5407,CD_resistive_bias,0.9,0.8
1.805K,5.017u,252.6n,,,900m,,800m,,0.0002842,6127000000.0,0.5497,CD_resistive_bias,0.9,0.8
1.805K,7.946u,252.6n,,,900m,,800m,,0.0003089,3874000000.0,0.5542,CD_resistive_bias,0.9,0.8
1.805K,12.58u,252.6n,,,900m,,800m,,0.000328,2422000000.0,0.5538,CD_resistive_bias,0.9,0.8
1.805K,19.93u,252.6n,,,900m,,800m,,0.0003377,1535000000.0,0.5552,CD_resistive_bias,0.9,0.8
1.805K,31.57u,252.6n,,,900m,,800m,,0.0003446,959000000.0,0.5531,CD_resistive_bias,0.9,0.8
1.805K,50u,252.6n,,,900m,,800m,,0.0003483,604600000.0,0.5528,CD_resistive_bias,0.9,0.8
1.805K,2u,252.6n,,,900m,,900m,,0.0002406,18410000000.0,0.5614,CD_resistive_bias,0.9,0.9
1.805K,3.168u,252.6n,,,900m,,900m,,0.0003086,11710000000.0,0.5789,CD_resistive_bias,0.9,0.9
1.805K,5.017u,252.6n,,,900m,,900m,,0.0003576,7133000000.0,0.5845,CD_resistive_bias,0.9,0.9
1.805K,7.946u,252.6n,,,900m,,900m,,0.0003902,4440000000.0,0.5868,CD_resistive_bias,0.9,0.9
1.805K,12.58u,252.6n,,,900m,,900m,,0.0004148,2750000000.0,0.5847,CD_resistive_bias,0.9,0.9
1.805K,19.93u,252.6n,,,900m,,900m,,0.0004272,1736000000.0,0.5854,CD_resistive_bias,0.9,0.9
1.805K,31.57u,252.6n,,,900m,,900m,,0.0004361,1082000000.0,0.5827,CD_resistive_bias,0.9,0.9
1.805K,50u,252.6n,,,900m,,900m,,0.0004409,681500000.0,0.5822,CD_resistive_bias,0.9,0.9
1.805K,2u,252.6n,,,1,,1,,0.0003301,15890000000.0,0.5307,CD_resistive_bias,1.0,1.0
1.805K,3.168u,252.6n,,,1,,1,,0.0004041,9667000000.0,0.5399,CD_resistive_bias,1.0,1.0
1.805K,5.017u,252.6n,,,1,,1,,0.0004564,5917000000.0,0.5425,CD_resistive_bias,1.0,1.0
1.805K,7.946u,252.6n,,,1,,1,,0.0004912,3687000000.0,0.543,CD_resistive_bias,1.0,1.0
1.805K,12.58u,252.6n,,,1,,1,,0.0005176,2279000000.0,0.5394,CD_resistive_bias,1.0,1.0
1.805K,19.93u,252.6n,,,1,,1,,0.0005308,1438000000.0,0.5398,CD_resistive_bias,1.0,1.0
1.805K,31.57u,252.6n,,,1,,1,,0.0005403,895900000.0,0.5368,CD_resistive_bias,1.0,1.0
1.805K,50u,252.6n,,,1,,1,,0.0005455,563500000.0,0.536,CD_resistive_bias,1.0,1.0
2.77K,2u,252.6n,,,400m,,200m,,1.299e-06,3162000000.0,0.227,CD_resistive_bias,0.4,0.2
2.77K,3.168u,252.6n,,,400m,,200m,,1.955e-06,3032000000.0,0.3083,CD_resistive_bias,0.4,0.2
2.77K,5.017u,252.6n,,,400m,,200m,,2.961e-06,2913000000.0,0.4045,CD_resistive_bias,0.4,0.2
2.77K,7.946u,252.6n,,,400m,,200m,,4.475e-06,2772000000.0,0.5072,CD_resistive_bias,0.4,0.2
2.77K,12.58u,252.6n,,,400m,,200m,,7.67e-06,2719000000.0,0.6248,CD_resistive_bias,0.4,0.2
2.77K,19.93u,252.6n,,,400m,,200m,,9.971e-06,1975000000.0,0.6663,CD_resistive_bias,0.4,0.2
2.77K,31.57u,252.6n,,,400m,,200m,,1.196e-05,1271000000.0,0.6805,CD_resistive_bias,0.4,0.2
2.77K,50u,252.6n,,,400m,,200m,,1.291e-05,815800000.0,0.6873,CD_resistive_bias,0.4,0.2
2.77K,2u,252.6n,,,400m,,300m,,2.143e-06,3451000000.0,0.2416,CD_resistive_bias,0.4,0.3
2.77K,3.168u,252.6n,,,400m,,300m,,3.232e-06,3322000000.0,0.3265,CD_resistive_bias,0.4,0.3
2.77K,5.017u,252.6n,,,400m,,300m,,4.915e-06,3216000000.0,0.4261,CD_resistive_bias,0.4,0.3
2.77K,7.946u,252.6n,,,400m,,300m,,7.48e-06,3111000000.0,0.5322,CD_resistive_bias,0.4,0.3
2.77K,12.58u,252.6n,,,400m,,300m,,1.337e-05,3420000000.0,0.6672,CD_resistive_bias,0.4,0.3
2.77K,19.93u,252.6n,,,400m,,300m,,1.932e-05,3055000000.0,0.7429,CD_resistive_bias,0.4,0.3
2.77K,31.57u,252.6n,,,400m,,300m,,2.615e-05,2075000000.0,0.7708,CD_resistive_bias,0.4,0.3
2.77K,50u,252.6n,,,400m,,300m,,2.882e-05,1279000000.0,0.7728,CD_resistive_bias,0.4,0.3
2.77K,2u,252.6n,,,400m,,400m,,3.075e-06,3668000000.0,0.2529,CD_resistive_bias,0.4,0.4
2.77K,3.168u,252.6n,,,400m,,400m,,4.646e-06,3537000000.0,0.3404,CD_resistive_bias,0.4,0.4
2.77K,5.017u,252.6n,,,400m,,400m,,7.082e-06,3432000000.0,0.442,CD_resistive_bias,0.4,0.4
2.77K,7.946u,252.6n,,,400m,,400m,,1.081e-05,3333000000.0,0.549,CD_resistive_bias,0.4,0.4
2.77K,12.58u,252.6n,,,400m,,400m,,1.949e-05,3719000000.0,0.6841,CD_resistive_bias,0.4,0.4
2.77K,19.93u,252.6n,,,400m,,400m,,2.867e-05,3486000000.0,0.7632,CD_resistive_bias,0.4,0.4
2.77K,31.57u,252.6n,,,400m,,400m,,4.393e-05,3042000000.0,0.8243,CD_resistive_bias,0.4,0.4
2.77K,50u,252.6n,,,400m,,400m,,5.067e-05,1809000000.0,0.825,CD_resistive_bias,0.4,0.4
2.77K,2u,252.6n,,,500m,,200m,,4.544e-06,5955000000.0,0.3845,CD_resistive_bias,0.5,0.2
2.77K,3.168u,252.6n,,,500m,,200m,,6.378e-06,4897000000.0,0.4548,CD_resistive_bias,0.5,0.2
2.77K,5.017u,252.6n,,,500m,,200m,,8.377e-06,3679000000.0,0.5059,CD_resistive_bias,0.5,0.2
2.77K,7.946u,252.6n,,,500m,,200m,,1.017e-05,2586000000.0,0.539,CD_resistive_bias,0.5,0.2
2.77K,12.58u,252.6n,,,500m,,200m,,1.19e-05,1709000000.0,0.5557,CD_resistive_bias,0.5,0.2
2.77K,19.93u,252.6n,,,500m,,200m,,1.277e-05,1124000000.0,0.5673,CD_resistive_bias,0.5,0.2
2.77K,31.57u,252.6n,,,500m,,200m,,1.347e-05,711200000.0,0.5694,CD_resistive_bias,0.5,0.2
2.77K,50u,252.6n,,,500m,,200m,,1.383e-05,453600000.0,0.5723,CD_resistive_bias,0.5,0.2
2.77K,2u,252.6n,,,500m,,300m,,7.796e-06,7716000000.0,0.4362,CD_resistive_bias,0.5,0.3
2.77K,3.168u,252.6n,,,500m,,300m,,1.159e-05,7196000000.0,0.5354,CD_resistive_bias,0.5,0.3
2.77K,5.017u,252.6n,,,500m,,300m,,1.67e-05,6105000000.0,0.6138,CD_resistive_bias,0.5,0.3
2.77K,7.946u,252.6n,,,500m,,300m,,2.178e-05,4293000000.0,0.6501,CD_resistive_bias,0.5,0.3
2.77K,12.58u,252.6n,,,500m,,300m,,2.642e-05,2701000000.0,0.6607,CD_resistive_bias,0.5,0.3
2.77K,19.93u,252.6n,,,500m,,300m,,2.86e-05,1740000000.0,0.6683,CD_resistive_bias,0.5,0.3
2.77K,31.57u,252.6n,,,500m,,300m,,3.025e-05,1084000000.0,0.6678,CD_resistive_bias,0.5,0.3
2.77K,50u,252.6n,,,500m,,300m,,3.111e-05,687000000.0,0.6693,CD_resistive_bias,0.5,0.3
2.77K,2u,252.6n,,,500m,,400m,,1.11e-05,8271000000.0,0.451,CD_resistive_bias,0.5,0.4
2.77K,3.168u,252.6n,,,500m,,400m,,1.667e-05,7927000000.0,0.5553,CD_resistive_bias,0.5,0.4
2.77K,5.017u,252.6n,,,500m,,400m,,2.483e-05,7470000000.0,0.6522,CD_resistive_bias,0.5,0.4
2.77K,7.946u,252.6n,,,500m,,400m,,3.547e-05,6307000000.0,0.7208,CD_resistive_bias,0.5,0.4
2.77K,12.58u,252.6n,,,500m,,400m,,4.615e-05,3861000000.0,0.731,CD_resistive_bias,0.5,0.4
2.77K,19.93u,252.6n,,,500m,,400m,,5.054e-05,2408000000.0,0.7342,CD_resistive_bias,0.5,0.4
2.77K,31.57u,252.6n,,,500m,,400m,,5.367e-05,1472000000.0,0.7311,CD_resistive_bias,0.5,0.4
2.77K,50u,252.6n,,,500m,,400m,,5.526e-05,925700000.0,0.7314,CD_resistive_bias,0.5,0.4
2.77K,2u,252.6n,,,500m,,500m,,1.46e-05,8639000000.0,0.4612,CD_resistive_bias,0.5,0.5
2.77K,3.168u,252.6n,,,500m,,500m,,2.201e-05,8326000000.0,0.5664,CD_resistive_bias,0.5,0.5
2.77K,5.017u,252.6n,,,500m,,500m,,3.304e-05,7973000000.0,0.6649,CD_resistive_bias,0.5,0.5
2.77K,7.946u,252.6n,,,500m,,500m,,4.863e-05,7425000000.0,0.7468,CD_resistive_bias,0.5,0.5
2.77K,12.58u,252.6n,,,500m,,500m,,7.028e-05,5287000000.0,0.7822,CD_resistive_bias,0.5,0.5
2.77K,19.93u,252.6n,,,500m,,500m,,7.84e-05,3153000000.0,0.781,CD_resistive_bias,0.5,0.5
2.77K,31.57u,252.6n,,,500m,,500m,,8.374e-05,1879000000.0,0.7756,CD_resistive_bias,0.5,0.5
2.77K,50u,252.6n,,,500m,,500m,,8.628e-05,1170000000.0,0.7745,CD_resistive_bias,0.5,0.5
2.77K,2u,252.6n,,,600m,,200m,,7.515e-06,4643000000.0,0.3523,CD_resistive_bias,0.6,0.2
2.77K,3.168u,252.6n,,,600m,,200m,,9.265e-06,3431000000.0,0.3927,CD_resistive_bias,0.6,0.2
2.77K,5.017u,252.6n,,,600m,,200m,,1.078e-05,2416000000.0,0.4215,CD_resistive_bias,0.6,0.2
2.77K,7.946u,252.6n,,,600m,,200m,,1.195e-05,1641000000.0,0.4409,CD_resistive_bias,0.6,0.2
2.77K,12.58u,252.6n,,,600m,,200m,,1.296e-05,1066000000.0,0.4493,CD_resistive_bias,0.6,0.2
2.77K,19.93u,252.6n,,,600m,,200m,,1.348e-05,693200000.0,0.4569,CD_resistive_bias,0.6,0.2
